,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
11697,11757,645,OffSeason,[2-3],Standard,[260-360],[1-1],False
11698,11758,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11699,11759,666,Christmas,[2-3],Nonref,[160-260],[3-4],False
11700,11760,405,NewYear,[2-3],Standard,[160-260],[3-4],True
11701,11761,231,OffSeason,[0-1],Standard,[160-260],[3-4],False
11702,11762,397,NewYear,[4-7],Standard,[160-260],[3-4],True
11703,11763,453,Christmas,[2-3],Standard,[160-260],[3-4],True
11704,11764,667,OffSeason,[0-1],Standard,[260-360],[2-2],False
11705,7509,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11706,11765,436,OffSeason,[0-1],Standard,[260-360],[1-1],False
11707,11766,463,Christmas,[4-7],Standard,[160-260],[2-2],True
11708,11767,453,Christmas,[2-3],Standard,[160-260],[3-4],True
11709,11768,668,NewYear,[0-1],Nonref,[260-360],[5-inf],False
11710,11769,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
11711,11770,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
11712,11757,413,OffSeason,[0-1],Standard,[260-360],[5-inf],False
11713,11771,171,OffSeason,[0-1],Standard,[160-260],[3-4],True
11714,11772,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11715,11773,265,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11716,11774,41,WinterVacation,[4-7],Standard,[160-260],[3-4],False
11717,11775,420,NewYear,[2-3],Nonref,[160-260],[3-4],True
11718,11776,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
11719,11777,265,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11720,5969,669,WinterVacation,[4-7],Standard,[0-160],[3-4],True
11721,11778,475,Christmas,[2-3],Nonref,[160-260],[2-2],True
11722,11779,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11723,11780,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11724,11781,135,OffSeason,[2-3],Nonref,[160-260],[1-1],True
11725,11401,37,OffSeason,[4-7],Standard,[160-260],[1-1],True
11726,11782,415,OffSeason,[0-1],Nonref,[160-260],[2-2],True
11727,11783,670,Christmas,[2-3],Standard,[160-260],[2-2],False
11728,11784,81,OffSeason,[0-1],Nonref,[260-360],[5-inf],True
11729,11785,465,WinterVacation,[2-3],Nonref,[260-360],[5-inf],True
11730,11786,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11731,11787,53,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11732,11740,421,OffSeason,[0-1],Standard,[160-260],[2-2],False
11733,11788,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
11734,7509,140,OffSeason,[0-1],Standard,[160-260],[1-1],True
11735,11789,446,WinterVacation,[2-3],Standard,[160-260],[5-inf],True
11736,11790,65,WinterVacation,[4-7],Standard,[160-260],[2-2],True
11737,11791,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
11738,11793,265,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11739,11794,671,NewYear,[2-3],Standard,[0-160],[2-2],False
11740,11795,459,NewYear,[2-3],Standard,[160-260],[3-4],False
11741,11796,672,NewYear,[4-7],Nonref,[160-260],[1-1],True
11742,11797,397,NewYear,[4-7],Standard,[160-260],[3-4],True
11743,11798,408,NewYear,[2-3],Standard,[160-260],[2-2],True
11744,11799,438,NewYear,[2-3],Nonref,[0-160],[2-2],True
11745,11800,33,OffSeason,[2-3],Standard,[260-360],[2-2],True
11746,7993,202,OffSeason,[0-1],Standard,[0-160],[2-2],False
11747,11801,452,NewYear,[2-3],Nonref,[160-260],[3-4],False
11748,11802,408,NewYear,[2-3],Standard,[160-260],[2-2],True
11749,5334,149,OffSeason,[0-1],Nonref,[160-260],[3-4],False
11750,11803,448,NewYear,[4-7],Nonref,[160-260],[3-4],True
11751,11804,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
11752,11805,442,NewYear,[4-7],Nonref,[160-260],[2-2],True
11753,11806,459,NewYear,[2-3],Standard,[160-260],[3-4],False
11754,4890,55,OffSeason,[2-3],Nonref,[160-260],[3-4],False
11755,11807,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11756,11808,49,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11757,11809,545,WinterVacation,[4-7],Standard,[260-360],[2-2],True
11758,11810,108,WinterVacation,[2-3],Standard,[260-360],[3-4],True
11759,5373,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
11760,11811,59,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
11761,11812,405,NewYear,[2-3],Standard,[160-260],[3-4],True
11762,11813,149,OffSeason,[0-1],Nonref,[160-260],[3-4],False
11763,11815,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
11764,11816,408,NewYear,[2-3],Standard,[160-260],[2-2],True
11765,11817,528,WinterVacation,[8-inf],Nonref,[160-260],[2-2],True
11766,11818,265,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11767,11819,405,NewYear,[2-3],Standard,[160-260],[3-4],True
11768,11820,459,NewYear,[2-3],Standard,[160-260],[3-4],False
11769,11821,41,WinterVacation,[4-7],Standard,[160-260],[3-4],False
11770,11822,509,Christmas,[2-3],Nonref,[260-360],[3-4],True
11771,11823,498,Christmas,[2-3],Standard,[160-260],[2-2],True
11772,11824,431,WinterVacation,[4-7],Nonref,[160-260],[2-2],True
11773,11825,65,WinterVacation,[4-7],Standard,[160-260],[2-2],True
11774,11826,673,Christmas,[0-1],Nonref,[0-160],[2-2],True
11775,11827,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
11776,11126,22,OffSeason,[2-3],Standard,[160-260],[2-2],True
11777,11828,149,OffSeason,[0-1],Nonref,[160-260],[3-4],False
11778,11829,121,WinterVacation,[4-7],Nonref,[160-260],[3-4],True
11779,11680,551,WinterVacation,[4-7],Nonref,[0-160],[2-2],False
11780,11075,498,Christmas,[2-3],Standard,[160-260],[2-2],True
11781,11830,231,OffSeason,[0-1],Standard,[160-260],[3-4],False
11782,11831,427,OffSeason,[0-1],Standard,[260-360],[3-4],False
11783,11832,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
11784,11833,674,WinterVacation,[0-1],Standard,[0-160],[3-4],False
11785,11834,675,NewYear,[2-3],Nonref,[0-160],[3-4],False
11786,11835,108,WinterVacation,[2-3],Standard,[260-360],[3-4],True
11787,11836,439,Christmas,[2-3],Nonref,[160-260],[3-4],True
11788,11837,386,WinterVacation,[4-7],Standard,[160-260],[5-inf],True
11789,11838,84,OffSeason,[2-3],Nonref,[260-360],[3-4],True
11790,11839,405,NewYear,[2-3],Standard,[160-260],[3-4],True
11791,11840,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
11792,11841,530,WinterVacation,[2-3],Standard,[160-260],[1-1],True
11793,11842,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11794,11843,482,Christmas,[2-3],Standard,[260-360],[5-inf],False
11795,8433,63,OffSeason,[2-3],Standard,[0-160],[2-2],True
11796,11844,439,Christmas,[2-3],Nonref,[160-260],[3-4],True
11797,11845,475,Christmas,[2-3],Nonref,[160-260],[2-2],True
11798,11846,481,WinterVacation,[2-3],Standard,[160-260],[3-4],False
11799,11847,110,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
11800,11848,2,WinterVacation,[2-3],Standard,[160-260],[2-2],False
11801,11849,454,NewYear,[2-3],Nonref,[160-260],[2-2],True
11802,11852,397,NewYear,[4-7],Standard,[160-260],[3-4],True
11803,11853,530,WinterVacation,[2-3],Standard,[160-260],[1-1],True
11804,11854,140,OffSeason,[0-1],Standard,[160-260],[1-1],True
11805,11855,401,WinterVacation,[4-7],Standard,[260-360],[3-4],True
11806,11856,408,NewYear,[2-3],Standard,[160-260],[2-2],True
11807,6862,431,WinterVacation,[4-7],Nonref,[160-260],[2-2],True
11808,11857,110,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
11809,11858,448,NewYear,[4-7],Nonref,[160-260],[3-4],True
11810,11859,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
11811,11860,22,OffSeason,[2-3],Standard,[160-260],[2-2],True
11812,11861,632,NewYear,[2-3],Standard,[160-260],[1-1],True
11813,11862,420,NewYear,[2-3],Nonref,[160-260],[3-4],True
11814,11863,552,WinterVacation,[2-3],Standard,[260-360],[3-4],False
11815,11864,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
11816,11865,397,NewYear,[4-7],Standard,[160-260],[3-4],True
11817,11866,454,NewYear,[2-3],Nonref,[160-260],[2-2],True
11818,11867,676,Christmas,[0-1],Standard,[160-260],[3-4],True
11819,11868,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
11820,11869,677,Christmas,[0-1],Standard,[160-260],[2-2],False
11821,5498,649,Christmas,[4-7],Standard,[160-260],[1-1],True
11822,11870,408,NewYear,[2-3],Standard,[160-260],[2-2],True
11823,11871,454,NewYear,[2-3],Nonref,[160-260],[2-2],True
11824,11872,121,WinterVacation,[4-7],Nonref,[160-260],[3-4],True
11825,11873,448,NewYear,[4-7],Nonref,[160-260],[3-4],True
11826,11874,454,NewYear,[2-3],Nonref,[160-260],[2-2],True
11827,11875,512,Christmas,[0-1],Nonref,[160-260],[3-4],False
11828,11876,108,WinterVacation,[2-3],Standard,[260-360],[3-4],True
11829,11877,408,NewYear,[2-3],Standard,[160-260],[2-2],True
11830,11878,498,Christmas,[2-3],Standard,[160-260],[2-2],True
11831,11879,454,NewYear,[2-3],Nonref,[160-260],[2-2],True
11832,6027,454,NewYear,[2-3],Nonref,[160-260],[2-2],True
11833,11880,420,NewYear,[2-3],Nonref,[160-260],[3-4],True
11834,11150,121,WinterVacation,[4-7],Nonref,[160-260],[3-4],True
11835,11881,452,NewYear,[2-3],Nonref,[160-260],[3-4],False
11836,11882,678,Christmas,[2-3],Standard,[160-260],[1-1],True
11837,11883,521,WinterVacation,[2-3],Standard,[260-360],[5-inf],False
11838,11884,408,NewYear,[2-3],Standard,[160-260],[2-2],True
11839,11885,527,NewYear,[4-7],Standard,[160-260],[2-2],True
11840,11886,653,Christmas,[2-3],Standard,[260-360],[2-2],True
11841,5616,448,NewYear,[4-7],Nonref,[160-260],[3-4],True
11842,11888,498,Christmas,[2-3],Standard,[160-260],[2-2],True
11843,11889,454,NewYear,[2-3],Nonref,[160-260],[2-2],True
11844,11890,452,NewYear,[2-3],Nonref,[160-260],[3-4],False
11845,11891,405,NewYear,[2-3],Standard,[160-260],[3-4],True
11846,11893,644,Christmas,[0-1],Standard,[160-260],[3-4],False
11847,11894,483,NewYear,[2-3],Nonref,[0-160],[2-2],False
11848,11895,521,WinterVacation,[2-3],Standard,[260-360],[5-inf],False
11849,11896,110,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
11850,11897,439,Christmas,[2-3],Nonref,[160-260],[3-4],True
11851,11898,420,NewYear,[2-3],Nonref,[160-260],[3-4],True
11852,11899,432,NewYear,[2-3],Nonref,[260-360],[3-4],True
11853,11900,501,NewYear,[0-1],Nonref,[160-260],[3-4],True
11854,11901,650,NewYear,[4-7],Standard,[160-260],[5-inf],True
11855,11903,454,NewYear,[2-3],Nonref,[160-260],[2-2],True
11856,11904,439,Christmas,[2-3],Nonref,[160-260],[3-4],True
11857,5630,654,Christmas,[2-3],Standard,[160-260],[5-inf],True
11858,11905,475,Christmas,[2-3],Nonref,[160-260],[2-2],True
11859,9736,481,WinterVacation,[2-3],Standard,[160-260],[3-4],False
11860,11907,679,NewYear,[8-inf],Nonref,[160-260],[3-4],True
11861,11908,678,Christmas,[2-3],Standard,[160-260],[1-1],True
11862,11910,475,Christmas,[2-3],Nonref,[160-260],[2-2],True
11863,11911,386,WinterVacation,[4-7],Standard,[160-260],[5-inf],True
11864,11912,534,WinterVacation,[4-7],Nonref,[160-260],[3-4],False
11865,11913,680,NewYear,[4-7],Standard,[260-360],[2-2],True
11866,11914,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
11867,11915,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
11868,2395,43,WinterVacation,[4-7],Standard,[160-260],[1-1],True
11869,11916,527,NewYear,[4-7],Standard,[160-260],[2-2],True
11870,11917,654,Christmas,[2-3],Standard,[160-260],[5-inf],True
11871,11920,450,WinterVacation,[2-3],Standard,[0-160],[2-2],True
11872,11922,681,Christmas,[2-3],Standard,[260-360],[1-1],True
11873,11923,442,NewYear,[4-7],Nonref,[160-260],[2-2],True
11874,11924,420,NewYear,[2-3],Nonref,[160-260],[3-4],True
11875,11927,110,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
11876,11928,448,NewYear,[4-7],Nonref,[160-260],[3-4],True
11877,11929,502,NewYear,[0-1],Standard,[160-260],[3-4],True
11878,11930,448,NewYear,[4-7],Nonref,[160-260],[3-4],True
11879,11931,452,NewYear,[2-3],Nonref,[160-260],[3-4],False
11880,11932,420,NewYear,[2-3],Nonref,[160-260],[3-4],True
11881,11933,405,NewYear,[2-3],Standard,[160-260],[3-4],True
11882,11934,449,WinterVacation,[2-3],Nonref,[160-260],[2-2],False
11883,11935,570,WinterVacation,[0-1],Nonref,[160-260],[5-inf],False
11884,11936,501,NewYear,[0-1],Nonref,[160-260],[3-4],True
11885,11937,30,OffSeason,[4-7],Standard,[260-360],[3-4],True
11886,11938,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
11887,11939,376,NewYear,[2-3],Standard,[260-360],[5-inf],True
11888,11940,420,NewYear,[2-3],Nonref,[160-260],[3-4],True
11889,11941,452,NewYear,[2-3],Nonref,[160-260],[3-4],False
11890,11942,408,NewYear,[2-3],Standard,[160-260],[2-2],True
11891,11943,431,WinterVacation,[4-7],Nonref,[160-260],[2-2],True
11892,11944,411,WinterVacation,[4-7],Standard,[260-360],[5-inf],True
11893,6044,529,WinterVacation,[2-3],Standard,[260-360],[2-2],True
11894,11945,474,NewYear,[0-1],Nonref,[160-260],[2-2],True
11895,11946,121,WinterVacation,[4-7],Nonref,[160-260],[3-4],True
11896,11947,523,NewYear,[0-1],Nonref,[160-260],[3-4],False
11897,11948,447,NewYear,[4-7],Nonref,[160-260],[2-2],False
11898,11949,459,NewYear,[2-3],Standard,[160-260],[3-4],False
11899,11950,408,NewYear,[2-3],Standard,[160-260],[2-2],True
11900,294,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
11901,11951,420,NewYear,[2-3],Nonref,[160-260],[3-4],True
11902,11953,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
11903,11954,2,WinterVacation,[2-3],Standard,[160-260],[2-2],False
11904,11955,370,NewYear,[4-7],Standard,[260-360],[5-inf],True
11905,11956,384,NewYear,[4-7],Standard,[160-260],[1-1],True
11906,1566,502,NewYear,[0-1],Standard,[160-260],[3-4],True
11907,11957,480,NewYear,[2-3],Standard,[260-360],[3-4],True
11908,11958,454,NewYear,[2-3],Nonref,[160-260],[2-2],True
11909,11959,682,NewYear,[0-1],Nonref,[260-360],[3-4],False
11910,11960,420,NewYear,[2-3],Nonref,[160-260],[3-4],True
11911,11961,65,WinterVacation,[4-7],Standard,[160-260],[2-2],True
11912,11962,683,WinterVacation,[4-7],Nonref,[0-160],[3-4],True
11913,11963,408,NewYear,[2-3],Standard,[160-260],[2-2],True
11914,11964,684,NewYear,[2-3],Nonref,[0-160],[3-4],True
11915,11965,408,NewYear,[2-3],Standard,[160-260],[2-2],True
11916,11966,420,NewYear,[2-3],Nonref,[160-260],[3-4],True
11917,11967,523,NewYear,[0-1],Nonref,[160-260],[3-4],False
11918,11968,420,NewYear,[2-3],Nonref,[160-260],[3-4],True
11919,11970,408,NewYear,[2-3],Standard,[160-260],[2-2],True
11920,11971,420,NewYear,[2-3],Nonref,[160-260],[3-4],True
11921,11972,523,NewYear,[0-1],Nonref,[160-260],[3-4],False
11922,11973,672,NewYear,[4-7],Nonref,[160-260],[1-1],True
11923,11974,452,NewYear,[2-3],Nonref,[160-260],[3-4],False
11924,11975,452,NewYear,[2-3],Nonref,[160-260],[3-4],False
11925,11976,685,NewYear,[0-1],Standard,[260-360],[3-4],False
11926,11978,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
11927,11979,480,NewYear,[2-3],Standard,[260-360],[3-4],True
11928,11980,523,NewYear,[0-1],Nonref,[160-260],[3-4],False
11929,11981,408,NewYear,[2-3],Standard,[160-260],[2-2],True
11930,11982,686,NewYear,[0-1],Standard,[260-360],[5-inf],False
11931,6172,497,WinterVacation,[2-3],Nonref,[0-160],[2-2],True
11932,11983,438,NewYear,[2-3],Nonref,[0-160],[2-2],True
11933,11984,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
11934,11986,405,NewYear,[2-3],Standard,[160-260],[3-4],True
11935,11987,405,NewYear,[2-3],Standard,[160-260],[3-4],True
11936,11988,525,NewYear,[2-3],Standard,[260-360],[2-2],True
11937,11989,454,NewYear,[2-3],Nonref,[160-260],[2-2],True
11938,11990,408,NewYear,[2-3],Standard,[160-260],[2-2],True
11939,11991,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],True
11940,11992,511,WinterVacation,[0-1],Nonref,[160-260],[3-4],True
11941,10517,471,NewYear,[0-1],Standard,[160-260],[3-4],False
11942,11993,533,WinterVacation,[0-1],Standard,[160-260],[3-4],True
11943,11994,454,NewYear,[2-3],Nonref,[160-260],[2-2],True
11944,11995,129,WinterVacation,[2-3],Nonref,[160-260],[3-4],False
11945,11996,454,NewYear,[2-3],Nonref,[160-260],[2-2],True
11946,11997,632,NewYear,[2-3],Standard,[160-260],[1-1],True
11947,11998,397,NewYear,[4-7],Standard,[160-260],[3-4],True
11948,11999,632,NewYear,[2-3],Standard,[160-260],[1-1],True
11949,12000,408,NewYear,[2-3],Standard,[160-260],[2-2],True
11950,12001,110,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
11951,12003,454,NewYear,[2-3],Nonref,[160-260],[2-2],True
11952,12004,527,NewYear,[4-7],Standard,[160-260],[2-2],True
11953,12005,454,NewYear,[2-3],Nonref,[160-260],[2-2],True
11954,574,555,WinterVacation,[4-7],Standard,[160-260],[2-2],False
11955,12006,687,WinterVacation,[2-3],Standard,[0-160],[3-4],True
11956,12007,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
11957,12008,632,NewYear,[2-3],Standard,[160-260],[1-1],True
11958,12009,454,NewYear,[2-3],Nonref,[160-260],[2-2],True
11959,12010,405,NewYear,[2-3],Standard,[160-260],[3-4],True
11960,12011,449,WinterVacation,[2-3],Nonref,[160-260],[2-2],False
11961,12012,405,NewYear,[2-3],Standard,[160-260],[3-4],True
11962,12013,480,NewYear,[2-3],Standard,[260-360],[3-4],True
11963,12014,420,NewYear,[2-3],Nonref,[160-260],[3-4],True
11964,6167,111,WinterVacation,[2-3],Standard,[160-260],[1-1],False
11965,12016,545,WinterVacation,[4-7],Standard,[260-360],[2-2],True
11966,12017,517,NewYear,[0-1],Standard,[160-260],[2-2],True
11967,12018,431,WinterVacation,[4-7],Nonref,[160-260],[2-2],True
11968,12019,687,WinterVacation,[2-3],Standard,[0-160],[3-4],True
11969,12020,128,WinterVacation,[0-1],Standard,[160-260],[2-2],True
11970,12021,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
11971,12022,497,WinterVacation,[2-3],Nonref,[0-160],[2-2],True
11972,12023,108,WinterVacation,[2-3],Standard,[260-360],[3-4],True
11973,11744,43,WinterVacation,[4-7],Standard,[160-260],[1-1],True
11974,12024,405,NewYear,[2-3],Standard,[160-260],[3-4],True
11975,12025,481,WinterVacation,[2-3],Standard,[160-260],[3-4],False
11976,12026,420,NewYear,[2-3],Nonref,[160-260],[3-4],True
11977,12027,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
11978,12028,408,NewYear,[2-3],Standard,[160-260],[2-2],True
11979,12029,401,WinterVacation,[4-7],Standard,[260-360],[3-4],True
11980,5982,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
11981,11481,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],True
11982,12030,468,WinterVacation,[4-7],Nonref,[0-160],[2-2],True
11983,12031,4,WinterVacation,[4-7],Standard,[0-160],[2-2],True
11984,12032,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
11985,12033,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
11986,690,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
11987,12034,121,WinterVacation,[4-7],Nonref,[160-260],[3-4],True
11988,12035,124,WinterVacation,[0-1],Standard,[260-360],[3-4],False
11989,12036,58,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
11990,12037,431,WinterVacation,[4-7],Nonref,[160-260],[2-2],True
11991,274,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],True
11992,12038,30,OffSeason,[4-7],Standard,[260-360],[3-4],True
11993,12039,366,OffSeason,[4-7],Standard,[260-360],[2-2],True
11994,12040,4,WinterVacation,[4-7],Standard,[0-160],[2-2],True
11995,12041,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
11996,12042,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
11997,12043,65,WinterVacation,[4-7],Standard,[160-260],[2-2],True
11998,12044,43,WinterVacation,[4-7],Standard,[160-260],[1-1],True
11999,12045,40,WinterVacation,[2-3],Standard,[260-360],[2-2],False
12000,12046,390,WinterVacation,[0-1],Nonref,[160-260],[2-2],False
12001,12047,110,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
12002,12048,547,WinterVacation,[4-7],Nonref,[260-360],[3-4],True
12003,12049,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
12004,12050,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
12005,12051,430,WinterVacation,[0-1],Standard,[160-260],[3-4],False
12006,12052,555,WinterVacation,[4-7],Standard,[160-260],[2-2],False
12007,12053,449,WinterVacation,[2-3],Nonref,[160-260],[2-2],False
12008,12054,465,WinterVacation,[2-3],Nonref,[260-360],[5-inf],True
12009,12055,43,WinterVacation,[4-7],Standard,[160-260],[1-1],True
12010,12056,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
12011,12057,450,WinterVacation,[2-3],Standard,[0-160],[2-2],True
12012,12058,555,WinterVacation,[4-7],Standard,[160-260],[2-2],False
12013,12059,481,WinterVacation,[2-3],Standard,[160-260],[3-4],False
12014,8164,43,WinterVacation,[4-7],Standard,[160-260],[1-1],True
12015,12060,401,WinterVacation,[4-7],Standard,[260-360],[3-4],True
12016,12061,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
12017,12063,569,WinterVacation,[0-1],Standard,[260-360],[5-inf],False
12018,12063,521,WinterVacation,[2-3],Standard,[260-360],[5-inf],False
12019,12065,535,WinterVacation,[4-7],Nonref,[160-260],[1-1],True
12020,12067,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
12021,706,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
12022,12069,22,OffSeason,[2-3],Standard,[160-260],[2-2],True
12023,12070,481,WinterVacation,[2-3],Standard,[160-260],[3-4],False
12024,12071,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
12025,12072,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
12026,12073,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
12027,12074,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
12028,12075,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
12029,12076,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
12030,12077,481,WinterVacation,[2-3],Standard,[160-260],[3-4],False
12031,12078,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
12032,328,688,WinterVacation,[2-3],Nonref,[0-160],[3-4],True
12033,12079,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
12034,12080,191,OffSeason,[2-3],Standard,[260-360],[5-inf],False
12035,12081,110,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
12036,12082,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
12037,12083,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
12038,96,108,WinterVacation,[2-3],Standard,[260-360],[3-4],True
12039,12084,530,WinterVacation,[2-3],Standard,[160-260],[1-1],True
12040,12085,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],True
12041,12086,521,WinterVacation,[2-3],Standard,[260-360],[5-inf],False
12042,12087,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
12043,12088,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
12044,12089,559,WinterVacation,[8-inf],Standard,[160-260],[1-1],True
12045,6784,450,WinterVacation,[2-3],Standard,[0-160],[2-2],True
12046,12090,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
12047,12091,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],True
12048,96,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
12049,12092,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],True
12050,12093,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
12051,12094,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
12052,12095,559,WinterVacation,[8-inf],Standard,[160-260],[1-1],True
12053,12096,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
12054,12097,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
12055,12098,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
12056,12099,40,WinterVacation,[2-3],Standard,[260-360],[2-2],False
12057,12100,689,WinterVacation,[8-inf],Standard,[160-260],,True
12058,12101,386,WinterVacation,[4-7],Standard,[160-260],[5-inf],True
12059,12102,108,WinterVacation,[2-3],Standard,[260-360],[3-4],True
12060,12103,554,WinterVacation,[0-1],Standard,[260-360],[5-inf],True
12061,12104,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
12062,12105,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
12063,12106,478,WinterVacation,[8-inf],Standard,[160-260],[2-2],True
12064,12107,43,WinterVacation,[4-7],Standard,[160-260],[1-1],True
12065,12108,98,LowSeason,[4-7],Standard,[260-360],[5-inf],True
12066,12109,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
12067,12110,478,WinterVacation,[8-inf],Standard,[160-260],[2-2],True
12068,12112,65,WinterVacation,[4-7],Standard,[160-260],[2-2],True
12069,12113,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
12070,12114,65,WinterVacation,[4-7],Standard,[160-260],[2-2],True
12071,12115,2,WinterVacation,[2-3],Standard,[160-260],[2-2],False
12072,12116,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
12073,12117,690,WinterVacation,[4-7],Standard,[0-160],[1-1],True
12074,12083,533,WinterVacation,[0-1],Standard,[160-260],[3-4],True
12075,5207,111,WinterVacation,[2-3],Standard,[160-260],[1-1],False
12076,12118,65,WinterVacation,[4-7],Standard,[160-260],[2-2],True
12077,12119,65,WinterVacation,[4-7],Standard,[160-260],[2-2],True
12078,12120,239,HighSeason,[8-inf],Standard,[260-360],[5-inf],True
12079,12121,65,WinterVacation,[4-7],Standard,[160-260],[2-2],True
12080,12122,43,WinterVacation,[4-7],Standard,[160-260],[1-1],True
12081,12123,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
12082,12124,446,WinterVacation,[2-3],Standard,[160-260],[5-inf],True
12083,12125,661,WinterVacation,[2-3],Standard,[260-360],[1-1],False
12084,12126,42,WinterVacation,[2-3],Standard,[160-260],[2-2],True
12085,12127,2,WinterVacation,[2-3],Standard,[160-260],[2-2],False
12086,2668,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
12087,12128,401,WinterVacation,[4-7],Standard,[260-360],[3-4],True
12088,12129,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
